Sample in Buffer,Sample in Window,TRIGGER,cos_500kHz[15:0],cos_1MHz[15:0],cos_2MHz[15:0],cos_2_8MHz_wc[15:0],outputCos[17:0],filteredCos[18:0]
7098,7098,0,3,-14197,8193,31744,-2197,-17693
7099,7099,0,4245,-16385,16384,-2048,26696,-16031
7100,7100,0,8197,-14189,8188,-32256,-1900,-7354
7101,7101,0,11589,-8189,-8196,-5120,-29107,-6910
7102,7102,0,14193,3,-16385,31232,325,-13323
7103,7103,0,15827,8197,-8191,11264,41329,-11577
7104,7104,0,16384,14193,8193,-28928,29141,202
7105,7105,0,15823,16384,16384,-17664,-3400,7462
7106,7106,0,14183,14183,8188,25088,10447,5679
7107,7107,0,11578,8182,-8196,22528,48409,7580
7108,7108,0,8182,-13,-16385,-20736,36148,18734
7109,7109,0,4230,-8205,-8191,-27136,-16658,25429
7110,7110,0,-13,-14197,8193,14848,-29057,18085
7111,7111,0,-4254,-16385,16384,29952,9784,8560
7112,7112,0,-8205,-14189,8188,-8192,21601,9936
7113,7113,0,-11596,-8189,-8196,-31744,-21445,14094
7114,7114,0,-14197,3,-16385,2048,-49484,6971
7115,7115,0,-15830,8197,-8191,32256,-16245,-6272
7116,7116,0,-16385,14193,8193,5120,18476,-9550
7117,7117,0,-15826,16384,16384,-31232,-2121,-3738
7118,7118,0,-14189,14183,8188,-11264,-34770,-3801
7119,7119,0,-11584,8182,-8196,28928,-16315,-12019
7120,7120,0,-8189,-13,-16385,17664,19386,-14596
7121,7121,0,-4238,-8205,-8191,-25088,5371,-7925
7122,7122,0,3,-14197,8193,-22528,-35477,-5592
7123,7123,0,4245,-16385,16384,20736,-27576,-13763
7124,7124,0,8197,-14189,8188,27136,20884,-18937
7125,7125,0,11589,-8189,-8196,-14848,30285,-11349
7126,7126,0,14193,3,-16385,-29952,-9403,-2360
7127,7127,0,15827,8197,-8191,8192,-19855,-4416
7128,7128,0,16384,14193,8193,31744,26069,-8828
7129,7129,0,15823,16384,16384,-2048,57272,-1208
7130,7130,0,14183,14183,8188,-32256,26063,13261
7131,7131,0,11578,8182,-8196,-5120,-8935,18119
7132,7132,0,8182,-13,-16385,31232,8500,13620
7133,7133,0,4230,-8205,-8191,11264,35310,14042
7134,7134,0,-13,-14197,8193,-28928,9343,21114
7135,7135,0,-4254,-16385,16384,-17664,-33992,20810
7136,7136,0,-8205,-14189,8188,25088,-26015,9710
7137,7137,0,-11596,-8189,-8196,22528,11835,1992
7138,7138,0,-14197,3,-16385,-20736,4788,4701
7139,7139,0,-15830,8197,-8191,-27136,-39029,5310
7140,7140,0,-16385,14193,8193,14848,-40916,-5111
7141,7141,0,-15826,16384,16384,29952,7607,-14702
7142,7142,0,-14189,14183,8188,-8192,26414,-10963
7143,7143,0,-11584,8182,-8196,-31744,-13243,-2990
7144,7144,0,-8189,-13,-16385,2048,-41286,-5927
7145,7145,0,-4238,-8205,-8191,32256,-10245,-15508
7146,7146,0,3,-14197,8193,5120,21867,-16131
7147,7147,0,4245,-16385,16384,-31232,72,-8648
7148,7148,0,8197,-14189,8188,-11264,-31084,-7549
7149,7149,0,11589,-8189,-8196,28928,-8115,-14377
7150,7150,0,14193,3,-16385,17664,34373,-14609
7151,7151,0,15827,8197,-8191,-25088,27761,-4190
7152,7152,0,16384,14193,8193,-22528,-7211,3274
7153,7153,0,15823,16384,16384,20736,3000,1062
7154,7154,0,14183,14183,8188,27136,48847,1679
7155,7155,0,11578,8182,-8196,-14848,50457,13680
7156,7156,0,8182,-13,-16385,-29952,-1228,24584
7157,7157,0,4230,-8205,-8191,8192,-25874,21204
7158,7158,0,-13,-14197,8193,31744,6271,12085
7159,7159,0,-4254,-16385,16384,-2048,26680,12142
7160,7160,0,-8205,-14189,8188,-32256,-10399,17294
7161,7161,0,-11596,-8189,-8196,-5120,-45509,12532
7162,7162,0,-14197,3,-16385,31232,-22860,-412
7163,7163,0,-15830,8197,-8191,11264,12939,-6076
7164,7164,0,-16385,14193,8193,-28928,-2516,-2082
7165,7165,0,-15826,16384,16384,-17664,-36169,-2451
7166,7166,0,-14189,14183,8188,25088,-21202,-11187
7167,7167,0,-11584,8182,-8196,22528,20037,-15090
7168,7168,0,-8189,-13,-16385,-20736,12986,-8195
7169,7169,0,-4238,-8205,-8191,-27136,-33029,-3925
7170,7170,0,3,-14197,8193,14848,-37525,-11692
7171,7171,0,4245,-16385,16384,29952,9800,-19612
7172,7172,0,8197,-14189,8188,-8192,30100,-14711
7173,7173,0,11589,-8189,-8196,-31744,-5043,-5348
7174,7174,0,14193,3,-16385,2048,-26299,-5941
7175,7175,0,15827,8197,-8191,32256,12145,-11774
7176,7176,0,16384,14193,8193,5120,50133,-7266
7177,7177,0,15823,16384,16384,-31232,30648,6175
7178,7178,0,14183,14183,8188,-11264,-3121,13065
7179,7179,0,11578,8182,-8196,28928,12057,10651
7180,7180,0,8182,-13,-16385,17664,42548,12333
7181,7181,0,4230,-8205,-8191,-25088,21742,21428
7182,7182,0,-13,-14197,8193,-22528,-27009,24185
7183,7183,0,-4254,-16385,16384,20736,-27592,14409
7184,7184,0,-8205,-14189,8188,27136,12385,5709
7185,7185,0,-11596,-8189,-8196,-14848,13883,8091
7186,7186,0,-14197,3,-16385,-29952,-32588,10550
7187,7187,0,-15830,8197,-8191,8192,-48245,1084
7188,7188,0,-16385,14193,8193,31744,-5588,-11113
7189,7189,0,-15826,16384,16384,-2048,24503,-11121
7190,7190,0,-14189,14183,8188,-32256,-5586,-3606
7191,7191,0,-11584,8182,-8196,-5120,-37307,-4552
7192,7192,0,-8189,-13,-16385,31232,-14662,-13310
7193,7193,0,-4238,-8205,-8191,11264,18939,-15312
7194,7194,0,3,-14197,8193,-28928,875,-8664
7195,7195,0,4245,-16385,16384,-17664,-33976,-7363
7196,7196,0,8197,-14189,8188,25088,-17516,-14937
7197,7197,0,11589,-8189,-8196,22528,28237,-17449
7198,7198,0,14193,3,-16385,-20736,27973,-8209
7199,7199,0,15827,8197,-8191,-27136,-10639,-190
7200,7200,0,16384,14193,8193,14848,-9259,-2826
7201,7201,0,15823,16384,16384,29952,40376,-4788
7202,7202,0,14183,14183,8188,-8192,58063,5904
7203,7203,0,11578,8182,-8196,-31744,15129,19681
7204,7204,0,8182,-13,-16385,2048,-18124,21003
7205,7205,0,4230,-8205,-8191,32256,6126,13846
7206,7206,0,-13,-14197,8193,5120,30335,13646
7207,7207,0,-4254,-16385,16384,-31232,56,19524
7208,7208,0,-8205,-14189,8188,-11264,-39583,17097
7209,7209,0,-11596,-8189,-8196,28928,-24517,5064
7210,7210,0,-14197,3,-16385,17664,11188,-1699
7211,7211,0,-15830,8197,-8191,-25088,-629,1310
7212,7212,0,-16385,14193,8193,-22528,-38868,989
7213,7213,0,-15826,16384,16384,20736,-29769,-8852
7214,7214,0,-14189,14183,8188,27136,17198,-15188
7215,7215,0,-11584,8182,-8196,-14848,22085,-8990
7216,7216,0,-8189,-13,-16385,-29952,-24390,-2345
7217,7217,0,-4238,-8205,-8191,8192,-42245,-8150
7218,7218,0,3,-14197,8193,31744,-2197,-17693
7219,7219,0,4245,-16385,16384,-2048,26696,-16031
7220,7220,0,8197,-14189,8188,-32256,-1900,-7354
7221,7221,0,11589,-8189,-8196,-5120,-29107,-6910
7222,7222,0,14193,3,-16385,31232,325,-13323
7223,7223,0,15827,8197,-8191,11264,41329,-11577
7224,7224,0,16384,14193,8193,-28928,29141,202
7225,7225,0,15823,16384,16384,-17664,-3400,7462
7226,7226,0,14183,14183,8188,25088,10447,5679
7227,7227,0,11578,8182,-8196,22528,48409,7580
7228,7228,0,8182,-13,-16385,-20736,36148,18734
7229,7229,0,4230,-8205,-8191,-27136,-16658,25429
7230,7230,0,-13,-14197,8193,14848,-29057,18085
7231,7231,0,-4254,-16385,16384,29952,9784,8560
7232,7232,0,-8205,-14189,8188,-8192,21601,9936
7233,7233,0,-11596,-8189,-8196,-31744,-21445,14094
7234,7234,0,-14197,3,-16385,2048,-49484,6971
7235,7235,0,-15830,8197,-8191,32256,-16245,-6272
7236,7236,0,-16385,14193,8193,5120,18476,-9550
7237,7237,0,-15826,16384,16384,-31232,-2121,-3738
7238,7238,0,-14189,14183,8188,-11264,-34770,-3801
7239,7239,0,-11584,8182,-8196,28928,-16315,-12019
7240,7240,0,-8189,-13,-16385,17664,19386,-14596
7241,7241,0,-4238,-8205,-8191,-25088,5371,-7925
7242,7242,0,3,-14197,8193,-22528,-35477,-5592
7243,7243,0,4245,-16385,16384,20736,-27576,-13763
7244,7244,0,8197,-14189,8188,27136,20884,-18937
7245,7245,0,11589,-8189,-8196,-14848,30285,-11349
7246,7246,0,14193,3,-16385,-29952,-9403,-2360
7247,7247,0,15827,8197,-8191,8192,-19855,-4416
7248,7248,0,16384,14193,8193,31744,26069,-8828
7249,7249,0,15823,16384,16384,-2048,57272,-1208
7250,7250,0,14183,14183,8188,-32256,26063,13261
7251,7251,0,11578,8182,-8196,-5120,-8935,18119
7252,7252,0,8182,-13,-16385,31232,8500,13620
7253,7253,0,4230,-8205,-8191,11264,35310,14042
7254,7254,0,-13,-14197,8193,-28928,9343,21114
7255,7255,0,-4254,-16385,16384,-17664,-33992,20810
7256,7256,0,-8205,-14189,8188,25088,-26015,9710
7257,7257,0,-11596,-8189,-8196,22528,11835,1992
7258,7258,0,-14197,3,-16385,-20736,4788,4701
7259,7259,0,-15830,8197,-8191,-27136,-39029,5310
7260,7260,0,-16385,14193,8193,14848,-40916,-5111
7261,7261,0,-15826,16384,16384,29952,7607,-14702
7262,7262,0,-14189,14183,8188,-8192,26414,-10963
7263,7263,0,-11584,8182,-8196,-31744,-13243,-2990
7264,7264,0,-8189,-13,-16385,2048,-41286,-5927
7265,7265,0,-4238,-8205,-8191,32256,-10245,-15508
7266,7266,0,3,-14197,8193,5120,21867,-16131
7267,7267,0,4245,-16385,16384,-31232,72,-8648
7268,7268,0,8197,-14189,8188,-11264,-31084,-7549
7269,7269,0,11589,-8189,-8196,28928,-8115,-14377
7270,7270,0,14193,3,-16385,17664,34373,-14609
7271,7271,0,15827,8197,-8191,-25088,27761,-4190
7272,7272,0,16384,14193,8193,-22528,-7211,3274
7273,7273,0,15823,16384,16384,20736,3000,1062
7274,7274,0,14183,14183,8188,27136,48847,1679
7275,7275,0,11578,8182,-8196,-14848,50457,13680
7276,7276,0,8182,-13,-16385,-29952,-1228,24584
7277,7277,0,4230,-8205,-8191,8192,-25874,21204
7278,7278,0,-13,-14197,8193,31744,6271,12085
7279,7279,0,-4254,-16385,16384,-2048,26680,12142
7280,7280,0,-8205,-14189,8188,-32256,-10399,17294
7281,7281,0,-11596,-8189,-8196,-5120,-45509,12532
7282,7282,0,-14197,3,-16385,31232,-22860,-412
7283,7283,0,-15830,8197,-8191,11264,12939,-6076
7284,7284,0,-16385,14193,8193,-28928,-2516,-2082
7285,7285,0,-15826,16384,16384,-17664,-36169,-2451
7286,7286,0,-14189,14183,8188,25088,-21202,-11187
7287,7287,0,-11584,8182,-8196,22528,20037,-15090
7288,7288,0,-8189,-13,-16385,-20736,12986,-8195
7289,7289,0,-4238,-8205,-8191,-27136,-33029,-3925
7290,7290,0,3,-14197,8193,14848,-37525,-11692
7291,7291,0,4245,-16385,16384,29952,9800,-19612
7292,7292,0,8197,-14189,8188,-8192,30100,-14711
7293,7293,0,11589,-8189,-8196,-31744,-5043,-5348
7294,7294,0,14193,3,-16385,2048,-26299,-5941
7295,7295,0,15827,8197,-8191,32256,12145,-11774
7296,7296,0,16384,14193,8193,5120,50133,-7266
7297,7297,0,15823,16384,16384,-31232,30648,6175
7298,7298,0,14183,14183,8188,-11264,-3121,13065
7299,7299,0,11578,8182,-8196,28928,12057,10651
7300,7300,0,8182,-13,-16385,17664,42548,12333
7301,7301,0,4230,-8205,-8191,-25088,21742,21428
7302,7302,0,-13,-14197,8193,-22528,-27009,24185
7303,7303,0,-4254,-16385,16384,20736,-27592,14409
7304,7304,0,-8205,-14189,8188,27136,12385,5709
7305,7305,0,-11596,-8189,-8196,-14848,13883,8091
7306,7306,0,-14197,3,-16385,-29952,-32588,10550
7307,7307,0,-15830,8197,-8191,8192,-48245,1084
7308,7308,0,-16385,14193,8193,31744,-5588,-11113
7309,7309,0,-15826,16384,16384,-2048,24503,-11121
7310,7310,0,-14189,14183,8188,-32256,-5586,-3606
7311,7311,0,-11584,8182,-8196,-5120,-37307,-4552
7312,7312,0,-8189,-13,-16385,31232,-14662,-13310
7313,7313,0,-4238,-8205,-8191,11264,18939,-15312
7314,7314,0,3,-14197,8193,-28928,875,-8664
7315,7315,0,4245,-16385,16384,-17664,-33976,-7363
7316,7316,0,8197,-14189,8188,25088,-17516,-14937
7317,7317,0,11589,-8189,-8196,22528,28237,-17449
7318,7318,0,14193,3,-16385,-20736,27973,-8209
7319,7319,0,15827,8197,-8191,-27136,-10639,-190
7320,7320,0,16384,14193,8193,14848,-9259,-2826
7321,7321,0,15823,16384,16384,29952,40376,-4788
7322,7322,0,14183,14183,8188,-8192,58063,5904
7323,7323,0,11578,8182,-8196,-31744,15129,19681
7324,7324,0,8182,-13,-16385,2048,-18124,21003
7325,7325,0,4230,-8205,-8191,32256,6126,13846
7326,7326,0,-13,-14197,8193,5120,30335,13646
7327,7327,0,-4254,-16385,16384,-31232,56,19524
7328,7328,0,-8205,-14189,8188,-11264,-39583,17097
7329,7329,0,-11596,-8189,-8196,28928,-24517,5064
7330,7330,0,-14197,3,-16385,17664,11188,-1699
7331,7331,0,-15830,8197,-8191,-25088,-629,1310
7332,7332,0,-16385,14193,8193,-22528,-38868,989
7333,7333,0,-15826,16384,16384,20736,-29769,-8852
7334,7334,0,-14189,14183,8188,27136,17198,-15188
7335,7335,0,-11584,8182,-8196,-14848,22085,-8990
7336,7336,0,-8189,-13,-16385,-29952,-24390,-2345
7337,7337,0,-4238,-8205,-8191,8192,-42245,-8150
7338,7338,0,3,-14197,8193,31744,-2197,-17693
7339,7339,0,4245,-16385,16384,-2048,26696,-16031
7340,7340,0,8197,-14189,8188,-32256,-1900,-7354
7341,7341,0,11589,-8189,-8196,-5120,-29107,-6910
7342,7342,0,14193,3,-16385,31232,325,-13323
7343,7343,0,15827,8197,-8191,11264,41329,-11577
7344,7344,0,16384,14193,8193,-28928,29141,202
7345,7345,0,15823,16384,16384,-17664,-3400,7462
7346,7346,0,14183,14183,8188,25088,10447,5679
7347,7347,0,11578,8182,-8196,22528,48409,7580
7348,7348,0,8182,-13,-16385,-20736,36148,18734
7349,7349,0,4230,-8205,-8191,-27136,-16658,25429
7350,7350,0,-13,-14197,8193,14848,-29057,18085
7351,7351,0,-4254,-16385,16384,29952,9784,8560
7352,7352,0,-8205,-14189,8188,-8192,21601,9936
7353,7353,0,-11596,-8189,-8196,-31744,-21445,14094
7354,7354,0,-14197,3,-16385,2048,-49484,6971
7355,7355,0,-15830,8197,-8191,32256,-16245,-6272
7356,7356,0,-16385,14193,8193,5120,18476,-9550
7357,7357,0,-15826,16384,16384,-31232,-2121,-3738
7358,7358,0,-14189,14183,8188,-11264,-34770,-3801
7359,7359,0,-11584,8182,-8196,28928,-16315,-12019
7360,7360,0,-8189,-13,-16385,17664,19386,-14596
7361,7361,0,-4238,-8205,-8191,-25088,5371,-7925
7362,7362,0,3,-14197,8193,-22528,-35477,-5592
7363,7363,0,4245,-16385,16384,20736,-27576,-13763
7364,7364,0,8197,-14189,8188,27136,20884,-18937
7365,7365,0,11589,-8189,-8196,-14848,30285,-11349
7366,7366,0,14193,3,-16385,-29952,-9403,-2360
7367,7367,0,15827,8197,-8191,8192,-19855,-4416
7368,7368,0,16384,14193,8193,31744,26069,-8828
7369,7369,0,15823,16384,16384,-2048,57272,-1208
7370,7370,0,14183,14183,8188,-32256,26063,13261
7371,7371,0,11578,8182,-8196,-5120,-8935,18119
7372,7372,0,8182,-13,-16385,31232,8500,13620
7373,7373,0,4230,-8205,-8191,11264,35310,14042
7374,7374,0,-13,-14197,8193,-28928,9343,21114
7375,7375,0,-4254,-16385,16384,-17664,-33992,20810
7376,7376,0,-8205,-14189,8188,25088,-26015,9710
7377,7377,0,-11596,-8189,-8196,22528,11835,1992
7378,7378,0,-14197,3,-16385,-20736,4788,4701
7379,7379,0,-15830,8197,-8191,-27136,-39029,5310
7380,7380,0,-16385,14193,8193,14848,-40916,-5111
7381,7381,0,-15826,16384,16384,29952,7607,-14702
7382,7382,0,-14189,14183,8188,-8192,26414,-10963
7383,7383,0,-11584,8182,-8196,-31744,-13243,-2990
7384,7384,0,-8189,-13,-16385,2048,-41286,-5927
7385,7385,0,-4238,-8205,-8191,32256,-10245,-15508
7386,7386,0,3,-14197,8193,5120,21867,-16131
7387,7387,0,4245,-16385,16384,-31232,72,-8648
7388,7388,0,8197,-14189,8188,-11264,-31084,-7549
7389,7389,0,11589,-8189,-8196,28928,-8115,-14377
7390,7390,0,14193,3,-16385,17664,34373,-14609
7391,7391,0,15827,8197,-8191,-25088,27761,-4190
7392,7392,0,16384,14193,8193,-22528,-7211,3274
7393,7393,0,15823,16384,16384,20736,3000,1062
7394,7394,0,14183,14183,8188,27136,48847,1679
7395,7395,0,11578,8182,-8196,-14848,50457,13680
7396,7396,0,8182,-13,-16385,-29952,-1228,24584
7397,7397,0,4230,-8205,-8191,8192,-25874,21204
7398,7398,0,-13,-14197,8193,31744,6271,12085
7399,7399,0,-4254,-16385,16384,-2048,26680,12142
7400,7400,0,-8205,-14189,8188,-32256,-10399,17294
7401,7401,0,-11596,-8189,-8196,-5120,-45509,12532
7402,7402,0,-14197,3,-16385,31232,-22860,-412
7403,7403,0,-15830,8197,-8191,11264,12939,-6076
7404,7404,0,-16385,14193,8193,-28928,-2516,-2082
7405,7405,0,-15826,16384,16384,-17664,-36169,-2451
7406,7406,0,-14189,14183,8188,25088,-21202,-11187
7407,7407,0,-11584,8182,-8196,22528,20037,-15090
7408,7408,0,-8189,-13,-16385,-20736,12986,-8195
7409,7409,0,-4238,-8205,-8191,-27136,-33029,-3925
7410,7410,0,3,-14197,8193,14848,-37525,-11692
7411,7411,0,4245,-16385,16384,29952,9800,-19612
7412,7412,0,8197,-14189,8188,-8192,30100,-14711
7413,7413,0,11589,-8189,-8196,-31744,-5043,-5348
7414,7414,0,14193,3,-16385,2048,-26299,-5941
7415,7415,0,15827,8197,-8191,32256,12145,-11774
7416,7416,0,16384,14193,8193,5120,50133,-7266
7417,7417,0,15823,16384,16384,-31232,30648,6175
7418,7418,0,14183,14183,8188,-11264,-3121,13065
7419,7419,0,11578,8182,-8196,28928,12057,10651
7420,7420,0,8182,-13,-16385,17664,42548,12333
7421,7421,0,4230,-8205,-8191,-25088,21742,21428
7422,7422,0,-13,-14197,8193,-22528,-27009,24185
7423,7423,0,-4254,-16385,16384,20736,-27592,14409
7424,7424,0,-8205,-14189,8188,27136,12385,5709
7425,7425,0,-11596,-8189,-8196,-14848,13883,8091
7426,7426,0,-14197,3,-16385,-29952,-32588,10550
7427,7427,0,-15830,8197,-8191,8192,-48245,1084
7428,7428,0,-16385,14193,8193,31744,-5588,-11113
7429,7429,0,-15826,16384,16384,-2048,24503,-11121
7430,7430,0,-14189,14183,8188,-32256,-5586,-3606
7431,7431,0,-11584,8182,-8196,-5120,-37307,-4552
7432,7432,0,-8189,-13,-16385,31232,-14662,-13310
7433,7433,0,-4238,-8205,-8191,11264,18939,-15312
7434,7434,0,3,-14197,8193,-28928,875,-8664
7435,7435,0,4245,-16385,16384,-17664,-33976,-7363
7436,7436,0,8197,-14189,8188,25088,-17516,-14937
7437,7437,0,11589,-8189,-8196,22528,28237,-17449
7438,7438,0,14193,3,-16385,-20736,27973,-8209
7439,7439,0,15827,8197,-8191,-27136,-10639,-190
7440,7440,0,16384,14193,8193,14848,-9259,-2826
7441,7441,0,15823,16384,16384,29952,40376,-4788
7442,7442,0,14183,14183,8188,-8192,58063,5904
7443,7443,0,11578,8182,-8196,-31744,15129,19681
7444,7444,0,8182,-13,-16385,2048,-18124,21003
7445,7445,0,4230,-8205,-8191,32256,6126,13846
7446,7446,0,-13,-14197,8193,5120,30335,13646
7447,7447,0,-4254,-16385,16384,-31232,56,19524
7448,7448,0,-8205,-14189,8188,-11264,-39583,17097
7449,7449,0,-11596,-8189,-8196,28928,-24517,5064
7450,7450,0,-14197,3,-16385,17664,11188,-1699
7451,7451,0,-15830,8197,-8191,-25088,-629,1310
7452,7452,0,-16385,14193,8193,-22528,-38868,989
7453,7453,0,-15826,16384,16384,20736,-29769,-8852
7454,7454,0,-14189,14183,8188,27136,17198,-15188
7455,7455,0,-11584,8182,-8196,-14848,22085,-8990
7456,7456,0,-8189,-13,-16385,-29952,-24390,-2345
7457,7457,0,-4238,-8205,-8191,8192,-42245,-8150
7458,7458,0,3,-14197,8193,31744,-2197,-17693
7459,7459,0,4245,-16385,16384,-2048,26696,-16031
7460,7460,0,8197,-14189,8188,-32256,-1900,-7354
7461,7461,0,11589,-8189,-8196,-5120,-29107,-6910
7462,7462,0,14193,3,-16385,31232,325,-13323
7463,7463,0,15827,8197,-8191,11264,41329,-11577
7464,7464,0,16384,14193,8193,-28928,29141,202
7465,7465,0,15823,16384,16384,-17664,-3400,7462
7466,7466,0,14183,14183,8188,25088,10447,5679
7467,7467,0,11578,8182,-8196,22528,48409,7580
7468,7468,0,8182,-13,-16385,-20736,36148,18734
7469,7469,0,4230,-8205,-8191,-27136,-16658,25429
7470,7470,0,-13,-14197,8193,14848,-29057,18085
7471,7471,0,-4254,-16385,16384,29952,9784,8560
7472,7472,0,-8205,-14189,8188,-8192,21601,9936
7473,7473,0,-11596,-8189,-8196,-31744,-21445,14094
7474,7474,0,-14197,3,-16385,2048,-49484,6971
7475,7475,0,-15830,8197,-8191,32256,-16245,-6272
7476,7476,0,-16385,14193,8193,5120,18476,-9550
7477,7477,0,-15826,16384,16384,-31232,-2121,-3738
7478,7478,0,-14189,14183,8188,-11264,-34770,-3801
7479,7479,0,-11584,8182,-8196,28928,-16315,-12019
7480,7480,0,-8189,-13,-16385,17664,19386,-14596
7481,7481,0,-4238,-8205,-8191,-25088,5371,-7925
7482,7482,0,3,-14197,8193,-22528,-35477,-5592
7483,7483,0,4245,-16385,16384,20736,-27576,-13763
7484,7484,0,8197,-14189,8188,27136,20884,-18937
7485,7485,0,11589,-8189,-8196,-14848,30285,-11349
7486,7486,0,14193,3,-16385,-29952,-9403,-2360
7487,7487,0,15827,8197,-8191,8192,-19855,-4416
7488,7488,0,16384,14193,8193,31744,26069,-8828
7489,7489,0,15823,16384,16384,-2048,57272,-1208
7490,7490,0,14183,14183,8188,-32256,26063,13261
7491,7491,0,11578,8182,-8196,-5120,-8935,18119
7492,7492,0,8182,-13,-16385,31232,8500,13620
7493,7493,0,4230,-8205,-8191,11264,35310,14042
7494,7494,0,-13,-14197,8193,-28928,9343,21114
7495,7495,0,-4254,-16385,16384,-17664,-33992,20810
7496,7496,0,-8205,-14189,8188,25088,-26015,9710
7497,7497,0,-11596,-8189,-8196,22528,11835,1992
7498,7498,0,-14197,3,-16385,-20736,4788,4701
7499,7499,0,-15830,8197,-8191,-27136,-39029,5310
7500,7500,0,-16385,14193,8193,14848,-40916,-5111
7501,7501,0,-15826,16384,16384,29952,7607,-14702
7502,7502,0,-14189,14183,8188,-8192,26414,-10963
7503,7503,0,-11584,8182,-8196,-31744,-13243,-2990
7504,7504,0,-8189,-13,-16385,2048,-41286,-5927
7505,7505,0,-4238,-8205,-8191,32256,-10245,-15508
7506,7506,0,3,-14197,8193,5120,21867,-16131
7507,7507,0,4245,-16385,16384,-31232,72,-8648
7508,7508,0,8197,-14189,8188,-11264,-31084,-7549
7509,7509,0,11589,-8189,-8196,28928,-8115,-14377
7510,7510,0,14193,3,-16385,17664,34373,-14609
7511,7511,0,15827,8197,-8191,-25088,27761,-4190
7512,7512,0,16384,14193,8193,-22528,-7211,3274
7513,7513,0,15823,16384,16384,20736,3000,1062
7514,7514,0,14183,14183,8188,27136,48847,1679
7515,7515,0,11578,8182,-8196,-14848,50457,13680
7516,7516,0,8182,-13,-16385,-29952,-1228,24584
7517,7517,0,4230,-8205,-8191,8192,-25874,21204
7518,7518,0,-13,-14197,8193,31744,6271,12085
7519,7519,0,-4254,-16385,16384,-2048,26680,12142
7520,7520,0,-8205,-14189,8188,-32256,-10399,17294
7521,7521,0,-11596,-8189,-8196,-5120,-45509,12532
7522,7522,0,-14197,3,-16385,31232,-22860,-412
7523,7523,0,-15830,8197,-8191,11264,12939,-6076
7524,7524,0,-16385,14193,8193,-28928,-2516,-2082
7525,7525,0,-15826,16384,16384,-17664,-36169,-2451
7526,7526,0,-14189,14183,8188,25088,-21202,-11187
7527,7527,0,-11584,8182,-8196,22528,20037,-15090
7528,7528,0,-8189,-13,-16385,-20736,12986,-8195
7529,7529,0,-4238,-8205,-8191,-27136,-33029,-3925
7530,7530,0,3,-14197,8193,14848,-37525,-11692
7531,7531,0,4245,-16385,16384,29952,9800,-19612
7532,7532,0,8197,-14189,8188,-8192,30100,-14711
7533,7533,0,11589,-8189,-8196,-31744,-5043,-5348
7534,7534,0,14193,3,-16385,2048,-26299,-5941
7535,7535,0,15827,8197,-8191,32256,12145,-11774
7536,7536,0,16384,14193,8193,5120,50133,-7266
7537,7537,0,15823,16384,16384,-31232,30648,6175
7538,7538,0,14183,14183,8188,-11264,-3121,13065
7539,7539,0,11578,8182,-8196,28928,12057,10651
7540,7540,0,8182,-13,-16385,17664,42548,12333
7541,7541,0,4230,-8205,-8191,-25088,21742,21428
7542,7542,0,-13,-14197,8193,-22528,-27009,24185
7543,7543,0,-4254,-16385,16384,20736,-27592,14409
7544,7544,0,-8205,-14189,8188,27136,12385,5709
7545,7545,0,-11596,-8189,-8196,-14848,13883,8091
7546,7546,0,-14197,3,-16385,-29952,-32588,10550
7547,7547,0,-15830,8197,-8191,8192,-48245,1084
7548,7548,0,-16385,14193,8193,31744,-5588,-11113
7549,7549,0,-15826,16384,16384,-2048,24503,-11121
7550,7550,0,-14189,14183,8188,-32256,-5586,-3606
7551,7551,0,-11584,8182,-8196,-5120,-37307,-4552
7552,7552,0,-8189,-13,-16385,31232,-14662,-13310
7553,7553,0,-4238,-8205,-8191,11264,18939,-15312
7554,7554,0,3,-14197,8193,-28928,875,-8664
7555,7555,0,4245,-16385,16384,-17664,-33976,-7363
7556,7556,0,8197,-14189,8188,25088,-17516,-14937
7557,7557,0,11589,-8189,-8196,22528,28237,-17449
7558,7558,0,14193,3,-16385,-20736,27973,-8209
7559,7559,0,15827,8197,-8191,-27136,-10639,-190
7560,7560,0,16384,14193,8193,14848,-9259,-2826
7561,7561,0,15823,16384,16384,29952,40376,-4788
7562,7562,0,14183,14183,8188,-8192,58063,5904
7563,7563,0,11578,8182,-8196,-31744,15129,19681
7564,7564,0,8182,-13,-16385,2048,-18124,21003
7565,7565,0,4230,-8205,-8191,32256,6126,13846
7566,7566,0,-13,-14197,8193,5120,30335,13646
7567,7567,0,-4254,-16385,16384,-31232,56,19524
7568,7568,0,-8205,-14189,8188,-11264,-39583,17097
7569,7569,0,-11596,-8189,-8196,28928,-24517,5064
7570,7570,0,-14197,3,-16385,17664,11188,-1699
7571,7571,0,-15830,8197,-8191,-25088,-629,1310
7572,7572,0,-16385,14193,8193,-22528,-38868,989
7573,7573,0,-15826,16384,16384,20736,-29769,-8852
7574,7574,0,-14189,14183,8188,27136,17198,-15188
7575,7575,0,-11584,8182,-8196,-14848,22085,-8990
7576,7576,0,-8189,-13,-16385,-29952,-24390,-2345
7577,7577,0,-4238,-8205,-8191,8192,-42245,-8150
7578,7578,0,3,-14197,8193,31744,-2197,-17693
7579,7579,0,4245,-16385,16384,-2048,26696,-16031
7580,7580,0,8197,-14189,8188,-32256,-1900,-7354
